id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1693	A talented but troubled high-school rugby star gets a second shot at redemption after being sentenced to serve time in a Salt Lake City boys' home and landing a coveted spot on the famed Highland High School rugby team in this inspirational sports drama from director Ryan Little (Saints and Soldiers, Everything You Want). Rick Penning (Sean Faris ) was the star player on his Arizona rugby team until his life took a turn for the worse. Now, after a fateful brush with the law, Rick finds himself out of the spotlight and forced to ponder the consequences of his actions in a Salt Lake City juvenile detention center. As fate would have it, however, Salt Lake's famed Highland High rugby team could use a player like Rick. With a little help from coach Larry Gelwix (Gary Cole), Rick may even be able to lead the Highland High team to the national championships. When Rick discovers that the team they'll be competing against is none other than his old team from Arizona, which is coached by his father, Richard Penning (Neal McDonough), the deciding game takes on a newfound sense of gravity in the eyes of the ambitious young athlete. Arielle Kebbel and Sean Astin co-star.	PG-13	Drama	Ryan Little	David Pliler	2008-09-26	2009-06-09	$	549,351	109 minutes	Crane Movie Company
1695	"The second chapter in the ""Bourne Trilogy,"" based on Robert Ludlum's best-selling espionage novels, reaches the screen in this sequel to the 2002 thriller The Bourne Identity. Jason Bourne (Matt Damon) has abandoned his life as a CIA assassin and has been traveling beneath the agency's radar, eventually reconnecting with Marie Kreutz (Franka Potente), the woman he loves. But Bourne is haunted by vivid dreams and troubling memories of his days as a killer, and he's not certain how much really happened and how much is a product of his imagination. When Bourne is led out of hiding by circumstances beyond his control, he must reconcile his past and present as he struggles to keep Marie out of harm's way and foil an international incident with dangerous consequences. The Bourne Supremacy also features Joan Allen as one of Bourne's superiors, while Julia Stiles and Brian Cox reprise their roles as intelligence agents from the first film."	PG-13	Action and Adventure|Drama|Mystery and Suspense	Paul Greengrass	Tony Gilroy	2004-07-23	2004-12-07	$	176,049,130	108 minutes	Universal Pictures
1707	"""Into the Blue"" is a high-stakes thriller set in the deep, shark-infested waters of the Bahamas. When young divers discover the wreckage of a cargo plane at the bottom of the sea, they believe their dream of buried treasure has come true. What they don't realize is that millions of dollars of illegal goods are in that sunken plane and a group of dangerous criminals are already desperately searching for it. As tensions mount and the friends begin to fight about what to do with their find, others get closer to discovering their secret -- and the treasure hunters quickly become the hunted."	PG-13	Action and Adventure|Mystery and Suspense	John Stockwell	Matt Johnson	2005-09-30	2005-12-26	$	18,472,363	110 minutes	Sony Pictures
1711	Directed by Garry Marshall, The Princess Diaries 2: Royal Engagement picks up where its predecessor left off -- that is, with American teenager Mia Thermopolis (Anne Hathaway) reeling over the news that she is a princess within the royal family of Genovia, a little-known European nation with a population of barely 50,000. As promised, Mia, along with her best friend, Lilly (Heather Matarazzo), travels to Genovia after their high-school graduation. The unlikely princess has hardly settled into the castle, let alone begun representing the country, when she learns that a larger title is approaching more rapidly than expected; it seems as though Mia will have to take over as queen. Suddenly, in addition to further schooling on the etiquette of royalty, Mia finds herself with a daunting prospect -- according to Genovian law, all princesses must be married before they can be crowned. In addition to Julie Andrews' reprisal of her role as Queen Clarisse Renaldi, The Princess Diaries 2 also features Hector Elizondo and John Rhys-Davies in supporting roles. Though Princess Diaries author Meg Cabot did pen a sequel (The Princess Diaries: Princess in the Spotlight), this film is not an adaptation.	G	Comedy|Kids and Family	Garry Marshall	Shonda Rhimes	2004-08-11	2004-12-14	$	95,111,012	113 minutes	Unknown
1716	Jean and Colette are teen-aged sisters living in Toronto who jointly conceive a passionate interest in their new neighbor, a handsome, piano-playing Japanese man named Takahasi. They are a bit too young to engage in sexual acts with him, but as soon as they are able, they tentatively cooperate in wooing him, and the threesome shares at least one night together in bed. Later, as feuding adults, the girls consider their first passion and eventually work out a way to be reconciled with one another.	NR	Drama	Claude Gagnon	Claude Cagnon	1992-02-06	2001-06-19	$	32,000,000	113 minutes	Unknown
1718	Adonis Johnson Creed (Michael B. Jordan), the son of former heavyweight champion Apollo Creed, attempts to follow in his father's footsteps and become a boxing legend in his own right. Apollo died in the ring in the 1980s at the hand of Russian pugilist Ivan Drago, forcing Adonis to grow up without his dad in his life. The young man travels to Philadelphia to find his late father's nemesis-turned-best friend, Rocky Balboa (Sylvester Stallone), in order to recruit him as a trainer. Balboa soon takes the young Creed under his wing and helps him get in shape for a shot at the title. Ryan Coogler directs this spin-off of the hugely successful Rocky franchise.	PG-13	Drama	Ryan Coogler	Ryan Coogler|Aaron Covington	2015-11-25	2016-03-01	$	81,157,671	132 minutes	Warner Bros.
1721	THE EDGE OF SEVENTEEN is a new coming-of-age movie in the vein of Sixteen Candles and The Breakfast Club - an honest, candid, often hilarious look at what it's like to grow up as a young woman in today's modern world. Everyone knows that growing up is hard, and life is no easier for high school junior Nadine (Hailee Steinfeld), who is already at peak awkwardness when her all-star older brother Darian (Blake Jenner) starts dating her best friend Krista (Haley Lu Richardson). All at once, Nadine feels more alone than ever, until the unexpected friendship of a thoughtful boy (Hayden Szeto) gives her a glimmer of hope that things just might not be so terrible after all. The film also stars Kyra Sedgwick as Nadine's well-meaning but completely ineffective mother, and Woody Harrelson as Nadine's History teacher, mentor and reluctant sounding board. The Edge of Seventeen is produced by Academy Award winner James L. Brooks - the filmmaker behind big-screen, character-driven classics such as Terms of Endearment, Broadcast News, Big, Say Anything, The Simpsons, Jerry Maguire and As Good as It Gets.	R	Comedy|Drama	Kelly Fremon Craig	Kelly Fremon Craig	2016-11-18	2017-02-14	$	14,260,193	98 minutes	STX Entertainment
1722	"Former cop Brian O'Conner (Paul Walker) partners with ex-con Dom Toretto (Vin Diesel) on the opposite side of the law. Dwayne Johnson joins returning favorites Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Matt Schulze, Sung Kang, Gal Gadot, Tego Calderon and Don Omar for this ultimate high-stakes race. Since Brian and Mia Toretto (Brewster) broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. As they assemble their elite team of top racers, the unlikely allies know their only shot of getting out for good means confronting the corrupt businessman who wants them dead. But he's not the only one on their tail. Hard-nosed federal agent Luke Hobbs (Dwayne Johnson) never misses his target. -- (C) Universal"	PG-13	Action and Adventure|Drama|Mystery and Suspense	Justin Lin	Chris Morgan	2011-04-29	2011-10-04	$	209,805,005	131 minutes	Universal Pictures
1744	"Director Ron Maxwell and producer Ted Turner return to the glory and tragedy of the Civil War in this historical drama, a prequel to Gettysburg, which examines the early days of the conflict through the experiences of three men. Col. Joshua Lawrence Chamberlain (Jeff Daniels) left behind a quiet life and a career as a college professor to become one of the Union's greatest military minds. Gen. Thomas ""Stonewall"" Jackson (Stephen Lang) was, like Chamberlain, a man of great religious faith who served in the defense of the Confederacy. And Gen. Robert E. Lee (Robert Duvall), who led the Confederate army, was a man who was forced to choose between his loyalty to the United States and his love of the Southern states where he was born and raised. As Chamberlain, Jackson, and Lee are followed through the declaration of war and the battles at Manassas, Antietam, Frederickburg, and Chancellorsville, the film also introduces us to the many supporting players in the epic tale of the war between the States, among them the women these men left behind, among them Fanny Chamberlain (Mira Sorvino) and Anna Jackson (Kali Rocha). Based on a novel by Jeff Shaara, Gods and Generals also features a new song written and performed by Bob Dylan."	PG-13	Classics|Drama	Unknown	Unknown	2003-02-21	2003-07-15	$	12,900,000	229 minutes	Warner Bros. Pictures
1747	College freshman Adam Buckley sits blindfolded in the back of a van outside of a convenience store as the final step of his initiation into the Sigma Zeta Chi fraternity. Minutes later he finds himself dealing with the fact that a fellow-pledge just got shot while doing it. Frank, the senior fraternity brother in charge of the night's events, is able to get the injured pledge out of the store alive, but the fraternity's troubles are just beginning. Thinking they can get out of the situation without taking the pledge to a hospital, Frank decides the group will handle things themselves. But when every move is met with disaster, Adam must find it within himself to go against Frank and his new brothers in order to save his friend's life. -- (C) Phase 4	R	Drama|Mystery and Suspense	Will Canon	Will Canon|Douglas Simon	2011-02-18	2011-05-17	$	16,632	81 minutes	Phase 4 Films
